2023-06-26 20:06:53.560,34552720
2023-06-26 20:06:53.560,321
2023-06-26 20:06:53.560,326
2023-06-26 20:06:53.560,320
2023-06-26 20:06:53.560,335
2023-06-26 20:06:53.560,319
2023-06-26 20:06:53.560,334
2023-06-26 20:06:53.560,330
2023-06-26 20:06:53.560,320
2023-06-26 20:06:53.560,335
2023-06-26 20:06:53.560,331
2023-06-26 20:06:53.560,319
2023-06-26 20:06:53.560,327
2023-06-26 20:06:53.560,316
2023-06-26 20:06:53.560,332
2023-06-26 20:06:53.560,326
2023-06-26 20:06:53.560,318
2023-06-26 20:06:53.560,320
2023-06-26 20:06:53.560,325
2023-06-26 20:06:53.561,329
2023-06-26 20:06:53.561,323
2023-06-26 20:06:53.561,331
2023-06-26 20:06:53.561,323
2023-06-26 20:06:53.561,327
2023-06-26 20:06:53.561,325
2023-06-26 20:06:53.561,327
2023-06-26 20:06:53.561,0
2023-06-26 20:06:53.561,321
2023-06-26 20:06:53.561,326
2023-06-26 20:06:53.561,320
2023-06-26 20:06:53.561,335
2023-06-26 20:06:53.561,319
2023-06-26 20:06:53.561,334
2023-06-26 20:06:53.561,330
2023-06-26 20:06:53.561,320
2023-06-26 20:06:53.561,335
2023-06-26 20:06:53.561,331
2023-06-26 20:06:53.561,319
2023-06-26 20:06:53.561,327
2023-06-26 20:06:53.561,316
2023-06-26 20:06:53.561,332
2023-06-26 20:06:53.561,326
2023-06-26 20:06:53.561,318
2023-06-26 20:06:53.561,320
2023-06-26 20:06:53.561,325
2023-06-26 20:06:53.561,329
2023-06-26 20:06:53.561,323
2023-06-26 20:06:53.561,331
2023-06-26 20:06:53.561,323
2023-06-26 20:06:53.561,327
2023-06-26 20:06:53.561,325
2023-06-26 20:06:53.561,327
2023-06-26 20:06:53.561,333
2023-06-26 20:06:53.573,318
2023-06-26 20:06:53.581,320
2023-06-26 20:06:53.593,332
2023-06-26 20:06:53.601,331
2023-06-26 20:06:53.614,327
2023-06-26 20:06:53.622,320
2023-06-26 20:06:53.633,336
2023-06-26 20:06:53.642,322
2023-06-26 20:06:53.654,325
2023-06-26 20:06:53.662,323
2023-06-26 20:06:53.674,316
2023-06-26 20:06:53.683,329
2023-06-26 20:06:53.695,331
2023-06-26 20:06:53.703,321
2023-06-26 20:06:53.716,329
2023-06-26 20:06:53.724,329
2023-06-26 20:06:53.736,328
2023-06-26 20:06:53.744,327
2023-06-26 20:06:53.758,326
2023-06-26 20:06:53.765,321
2023-06-26 20:06:53.778,324
2023-06-26 20:06:53.787,325
2023-06-26 20:06:53.798,320
2023-06-26 20:06:53.811,328
2023-06-26 20:06:53.821,328
2023-06-26 20:06:53.828,334
2023-06-26 20:06:53.839,324
2023-06-26 20:06:53.848,319
2023-06-26 20:06:53.859,324
2023-06-26 20:06:53.868,322
2023-06-26 20:06:53.881,323
2023-06-26 20:06:53.888,329
2023-06-26 20:06:53.901,323
2023-06-26 20:06:53.908,325
2023-06-26 20:06:53.921,325
2023-06-26 20:06:53.930,330
2023-06-26 20:06:53.942,322
2023-06-26 20:06:53.949,323
2023-06-26 20:06:53.963,333
2023-06-26 20:06:53.971,329
2023-06-26 20:06:53.982,325
2023-06-26 20:06:53.995,326
2023-06-26 20:06:54.004,318
2023-06-26 20:06:54.016,326
2023-06-26 20:06:54.024,326
2023-06-26 20:06:54.037,320
2023-06-26 20:06:54.043,319
2023-06-26 20:06:54.057,318
2023-06-26 20:06:54.064,325
2023-06-26 20:06:54.076,324
2023-06-26 20:06:54.085,324
2023-06-26 20:06:54.098,329
2023-06-26 20:06:54.105,330
2023-06-26 20:06:54.118,321
2023-06-26 20:06:54.126,319
2023-06-26 20:06:54.139,320
2023-06-26 20:06:54.148,334
2023-06-26 20:06:54.158,323
2023-06-26 20:06:54.167,322
2023-06-26 20:06:54.180,323
2023-06-26 20:06:54.187,330
2023-06-26 20:06:54.199,327
2023-06-26 20:06:54.208,329
2023-06-26 20:06:54.220,324
2023-06-26 20:06:54.229,332
2023-06-26 20:06:54.241,329
2023-06-26 20:06:54.249,329
2023-06-26 20:06:54.261,325
2023-06-26 20:06:54.270,324
2023-06-26 20:06:54.281,328
2023-06-26 20:06:54.290,322
2023-06-26 20:06:54.303,328
2023-06-26 20:06:54.310,319
2023-06-26 20:06:54.322,327
2023-06-26 20:06:54.332,321
2023-06-26 20:06:54.343,332
2023-06-26 20:06:54.352,324
2023-06-26 20:06:54.364,322
2023-06-26 20:06:54.371,329
2023-06-26 20:06:54.384,324
2023-06-26 20:06:54.391,321
2023-06-26 20:06:54.404,320
2023-06-26 20:06:54.413,326
2023-06-26 20:06:54.425,331
2023-06-26 20:06:54.434,323
2023-06-26 20:06:54.446,323
2023-06-26 20:06:54.453,327
2023-06-26 20:06:54.466,327
2023-06-26 20:06:54.475,332
2023-06-26 20:06:54.486,324
2023-06-26 20:06:54.501,327
2023-06-26 20:06:54.510,328
2023-06-26 20:06:54.519,319
2023-06-26 20:06:54.527,328
2023-06-26 20:06:54.540,319
2023-06-26 20:06:54.547,326
2023-06-26 20:06:54.560,323
2023-06-26 20:06:54.569,326
2023-06-26 20:06:54.581,328
2023-06-26 20:06:54.589,323
2023-06-26 20:06:54.602,323
2023-06-26 20:06:54.609,329
2023-06-26 20:06:54.621,327
2023-06-26 20:06:54.630,331
2023-06-26 20:06:54.642,324
2023-06-26 20:06:54.651,321
2023-06-26 20:06:54.663,323
2023-06-26 20:06:54.670,330
2023-06-26 20:06:54.683,327
2023-06-26 20:06:54.691,330
2023-06-26 20:06:54.703,320
2023-06-26 20:06:54.713,323
2023-06-26 20:06:54.725,323
2023-06-26 20:06:54.733,318
2023-06-26 20:06:54.745,330
2023-06-26 20:06:54.753,329
2023-06-26 20:06:54.765,320
2023-06-26 20:06:54.774,328
2023-06-26 20:06:54.785,332
2023-06-26 20:06:54.793,318
2023-06-26 20:06:54.807,326
2023-06-26 20:06:54.814,320
2023-06-26 20:06:54.826,325
2023-06-26 20:06:54.835,324
2023-06-26 20:06:54.847,330
2023-06-26 20:06:54.855,327
2023-06-26 20:06:54.868,329
2023-06-26 20:06:54.875,326
2023-06-26 20:06:54.887,326
2023-06-26 20:06:54.897,332
2023-06-26 20:06:54.908,320
2023-06-26 20:06:54.917,328
2023-06-26 20:06:54.930,328
2023-06-26 20:06:54.937,327
2023-06-26 20:06:54.949,323
2023-06-26 20:06:54.958,330
2023-06-26 20:06:54.970,328
2023-06-26 20:06:54.979,325
2023-06-26 20:06:54.989,324
2023-06-26 20:06:55.002,331
2023-06-26 20:06:55.017,329
2023-06-26 20:06:55.021,328
2023-06-26 20:06:55.031,324
2023-06-26 20:06:55.040,322
2023-06-26 20:06:55.052,326
2023-06-26 20:06:55.063,325
2023-06-26 20:06:55.071,334
2023-06-26 20:06:55.086,331
2023-06-26 20:06:55.092,322
2023-06-26 20:06:55.106,324
2023-06-26 20:06:55.113,322
2023-06-26 20:06:55.124,323
2023-06-26 20:06:55.134,321
2023-06-26 20:06:55.145,319
2023-06-26 20:06:55.154,325
2023-06-26 20:06:55.167,325
2023-06-26 20:06:55.174,332
2023-06-26 20:06:55.187,326
2023-06-26 20:06:55.196,330
2023-06-26 20:06:55.208,325
2023-06-26 20:06:55.215,324
2023-06-26 20:06:55.228,325
2023-06-26 20:06:55.236,329
2023-06-26 20:06:55.249,330
2023-06-26 20:06:55.257,325
2023-06-26 20:06:55.270,323
2023-06-26 20:06:55.276,333
2023-06-26 20:06:55.290,326
2023-06-26 20:06:55.297,322
2023-06-26 20:06:55.309,322
2023-06-26 20:06:55.317,332
2023-06-26 20:06:55.330,325
2023-06-26 20:06:55.338,321
2023-06-26 20:06:55.350,332
2023-06-26 20:06:55.358,322
2023-06-26 20:06:55.371,323
