51:12.2,307
51:12.2,303
51:12.2,303
51:12.2,300
51:12.2,309
51:12.2,304
51:12.2,305
51:12.2,303
51:12.2,310
51:12.2,297
51:12.2,305
51:12.2,301
51:12.2,304
51:12.2,298
51:12.2,308
51:12.2,307
51:12.2,303
51:12.2,308
51:12.2,316
51:12.2,307
51:12.2,311
51:12.2,310
51:12.2,310
51:12.2,305
51:12.2,304
51:12.3,302
51:12.3,317
51:12.3,302
51:12.3,308
51:12.3,317
51:12.3,310
51:12.3,312
51:12.3,311
51:12.3,313
51:12.4,315
51:12.4,313
51:12.4,310
51:12.4,302
51:12.4,312
51:12.4,317
51:12.4,305
51:12.4,309
51:12.4,303
51:12.4,305
51:12.5,313
51:12.5,316
51:12.5,312
51:12.5,304
51:12.5,303
51:12.5,313
51:12.5,306
51:12.5,316
51:12.5,310
51:12.6,306
51:12.6,307
51:12.6,309
51:12.6,312
51:12.6,309
51:12.6,307
51:12.6,304
51:12.6,305
51:12.6,312
51:12.6,308
51:12.7,312
51:12.7,311
51:12.7,312
51:12.7,305
51:12.7,303
51:12.7,307
51:12.7,315
51:12.7,309
51:12.7,310
51:12.7,307
51:12.8,308
51:12.8,304
51:12.8,308
51:12.8,312
51:12.8,311
51:12.8,314
51:12.8,307
51:12.8,315
51:12.8,317
51:12.8,303
51:12.9,301
51:12.9,310
51:12.9,311
51:12.9,306
51:12.9,299
51:12.9,317
51:12.9,302
51:12.9,307
51:12.9,302
51:12.9,301
51:13.0,296
51:13.0,304
51:13.0,311
51:13.0,309
51:13.0,314
51:13.0,302
51:13.0,312
51:13.0,303
51:13.0,305
51:13.1,301
51:13.1,303
51:13.1,304
51:13.1,304
51:13.1,316
51:13.1,309
51:13.1,315
51:13.1,304
51:13.1,303
51:13.1,301
51:13.2,310
51:13.2,307
51:13.2,309
51:13.2,314
51:13.2,305
51:13.2,312
51:13.2,302
51:13.2,313
51:13.2,304
51:13.3,308
51:13.3,306
51:13.3,307
51:13.3,303
51:13.3,306
51:13.3,302
51:13.3,312
51:13.3,314
51:13.3,309
51:13.3,301
51:13.4,314
51:13.4,310
51:13.4,317
51:13.4,314
51:13.4,307
51:13.4,315
51:13.4,313
51:13.4,311
51:13.4,308
51:13.4,310
51:13.5,304
51:13.5,302
51:13.5,311
51:13.5,309
51:13.5,310
51:13.5,304
51:13.5,304
51:13.5,301
51:13.5,305
51:13.5,308
51:13.6,310
51:13.6,303
51:13.6,317
51:13.6,310
51:13.6,304
51:13.6,310
51:13.6,307
51:13.6,310
51:13.6,309
51:13.7,304
51:13.7,304
51:13.7,306
51:13.7,302
51:13.7,315
51:13.7,303
51:13.7,310
51:13.7,308
51:13.7,309
51:13.7,311
51:13.8,306
51:13.8,317
51:13.8,302
51:13.8,304
51:13.8,303
51:13.8,317
51:13.8,308
51:13.8,312
51:13.8,307
51:13.8,310
51:13.9,307
51:13.9,312
51:13.9,310
51:13.9,302
51:13.9,305
51:13.9,314
51:13.9,305
51:13.9,303
51:13.9,312
51:13.9,311
51:14.0,318
51:14.0,306
51:14.0,304
51:14.0,305
51:14.0,314
51:14.0,314
51:14.0,302
51:14.0,306
51:14.0,308
51:14.1,312
51:14.1,304
51:14.1,312
51:14.1,307
51:14.1,314
51:14.1,308
51:14.1,312
51:14.1,312
51:14.1,303
51:14.1,305
51:14.2,300
51:14.2,304
51:14.2,307
51:14.2,308
51:14.2,302
51:14.2,308
51:14.2,303
51:14.2,305
51:14.2,301
51:14.2,305
51:14.3,305
51:14.3,309
51:14.3,306
51:14.3,310
51:14.3,305
51:14.3,313
51:14.3,314
51:14.3,309
51:14.3,304
51:14.4,303
51:14.4,309
51:14.4,302
51:14.4,308
51:14.4,308
51:14.4,305
51:14.4,312
51:14.4,314
51:14.4,310
51:14.4,314
51:14.5,314
51:14.5,306
51:14.5,312
51:14.5,301
51:14.5,309
51:14.5,308
51:14.5,306
51:14.5,313
51:14.5,310
51:14.5,307
51:14.6,308
51:14.6,307
51:14.6,305
51:14.6,304
51:14.6,311
51:14.6,303
51:14.6,310
51:14.6,316
51:14.6,307
51:14.6,304
51:14.7,306
51:14.7,302
51:14.7,306
51:14.7,303
51:14.7,314
51:14.7,311
51:14.7,312
51:14.7,305
51:14.7,311
51:14.7,311
51:14.8,309
51:14.8,312
51:14.8,304
51:14.8,312
51:14.8,300
51:14.8,315
51:14.8,307
51:14.8,313
51:14.8,306
51:14.9,315
51:14.9,308
51:14.9,306
51:14.9,309
51:14.9,317
51:14.9,302
51:14.9,310
51:14.9,305
51:14.9,310
51:14.9,311
51:15.0,304
51:15.0,307
51:15.0,308
51:15.0,311
51:15.0,310
51:15.0,309
51:15.0,305
51:15.0,311
51:15.0,302
51:15.0,303
51:15.1,308
51:15.1,307
51:15.1,308
51:15.1,312
51:15.1,312
51:15.1,312
51:15.1,307
51:15.1,310
51:15.1,313
51:15.2,308
51:15.2,313
51:15.2,301
51:15.2,305
51:15.2,307
51:15.2,303
51:15.2,305
51:15.2,310
51:15.2,308
51:15.2,300
51:15.3,306
51:15.3,304
51:15.3,312
51:15.3,307
51:15.3,313
51:15.3,307
51:15.3,306
51:15.3,309
51:15.3,301
51:15.3,306
51:15.4,313
51:15.4,309
51:15.4,308
51:15.4,308
51:15.4,302
51:15.4,314
51:15.4,312
51:15.4,307
51:15.4,297
51:15.4,303
51:15.5,301
51:15.5,314
51:15.5,314
51:15.5,302
51:15.5,306
51:15.5,305
51:15.5,302
51:15.5,307
51:15.5,308
51:15.6,301
51:15.6,312
51:15.6,309
51:15.6,302
51:15.6,306
51:15.6,309
51:15.6,307
51:15.6,311
51:15.6,308
51:15.6,302
51:15.7,312
51:15.7,302
51:15.7,314
51:15.7,312
51:15.7,312
51:15.7,310
51:15.7,305
51:15.7,305
51:15.7,312
51:15.7,307
51:15.8,301
51:15.8,309
51:15.8,309
51:15.8,312
51:15.8,311
51:15.8,311
51:15.8,305
51:15.8,307
51:15.8,298
51:15.9,311
51:15.9,315
51:15.9,306
51:15.9,313
51:15.9,306
51:15.9,308
51:15.9,312
51:15.9,305
51:15.9,304
51:15.9,309
51:16.0,308
51:16.0,313
51:16.0,308
51:16.0,311
51:16.0,312
51:16.0,315
51:16.0,308
51:16.0,308
51:16.0,317
51:16.0,314
51:16.1,313
51:16.1,309
51:16.1,306
51:16.1,307
51:16.1,311
51:16.1,306
51:16.1,308
51:16.1,303
51:16.1,309
51:16.1,312
51:16.2,312
51:16.2,310
51:16.2,304
51:16.2,311
51:16.2,311
51:16.2,310
51:16.2,304
51:16.2,315
51:16.2,309
51:16.3,305
51:16.3,310
51:16.3,305
51:16.3,301
51:16.3,312
51:16.3,306
51:16.3,309
51:16.3,316
51:16.3,300
51:16.3,310
51:16.4,310
51:16.4,310
51:16.4,308
51:16.4,302
51:16.4,311
51:16.4,302
51:16.4,307
51:16.4,305
51:16.4,316
51:16.4,314
51:16.5,311
51:16.5,311
51:16.5,309
51:16.5,305
51:16.5,315
51:16.5,310
51:16.5,309
51:16.5,303
51:16.5,315
51:16.5,311
51:16.6,309
51:16.6,314
51:16.6,302
51:16.6,315
51:16.6,309
51:16.6,307
51:16.6,303
51:16.6,314
51:16.6,307
51:16.6,304
51:16.7,310
51:16.7,311
51:16.7,304
51:16.7,313
51:16.7,314
51:16.7,304
51:16.7,306
51:16.7,310
51:16.7,305
51:16.8,312
51:16.8,306
51:16.8,304
51:16.8,307
51:16.8,301
51:16.8,313
51:16.8,299
51:16.8,303
51:16.8,310
51:16.8,310
51:16.9,308
51:16.9,305
51:16.9,315
51:16.9,311
51:16.9,304
51:16.9,306
51:16.9,301
51:16.9,302
51:16.9,308
51:16.9,300
51:17.0,301
51:17.0,310
51:17.0,304
51:17.0,304
51:17.0,301
51:17.0,305
51:17.0,308
51:17.0,310
51:17.0,308
51:17.1,307
51:17.1,309
51:17.1,315
51:17.1,307
51:17.1,310
51:17.1,312
51:17.1,304
51:17.1,312
51:17.1,304
51:17.1,303
51:17.2,304
51:17.2,302
51:17.2,309
51:17.2,303
51:17.2,306
51:17.2,308
51:17.2,307
51:17.2,301
51:17.2,304
51:17.2,313
51:17.3,311
51:17.3,308
51:17.3,307
51:17.3,307
51:17.3,314
51:17.3,306
51:17.3,308
51:17.3,311
51:17.3,312
51:17.4,311
51:17.4,306
51:17.4,313
51:17.4,314
51:17.4,306
51:17.4,310
51:17.4,312
51:17.4,308
51:17.4,306
51:17.4,305
51:17.5,311
51:17.5,311
51:17.5,306
51:17.5,310
51:17.5,306
51:17.5,302
51:17.5,312
51:17.5,313
51:17.5,301
51:17.5,312
51:17.6,305
51:17.6,314
51:17.6,301
51:17.6,317
51:17.6,303
51:17.6,298
51:17.6,302
51:17.6,308
51:17.6,309
51:17.6,308
51:17.7,305
51:17.7,308
51:17.7,310
51:17.7,316
51:17.7,302
51:17.7,306
51:17.7,310
51:17.7,307
51:17.7,304
51:17.8,302
51:17.8,314
51:17.8,308
51:17.8,305
51:17.8,306
51:17.8,307
51:17.8,308
51:17.8,304
51:17.8,307
51:17.8,310
51:17.9,312
51:17.9,310
51:17.9,307
51:17.9,306
51:17.9,314
51:17.9,312
51:17.9,307
51:17.9,306
51:17.9,314
51:17.9,313
51:18.0,310
51:18.0,311
51:18.0,308
51:18.0,313
51:18.0,302
51:18.0,306
51:18.0,300
51:18.0,309
51:18.0,313
51:18.1,308
51:18.1,300
51:18.1,310
51:18.1,312
51:18.1,308
51:18.1,306
51:18.1,308
51:18.1,300
51:18.1,306
51:18.1,304
51:18.2,308
51:18.2,308
51:18.2,306
51:18.2,313
51:18.2,314
51:18.2,318
51:18.2,311
51:18.2,312
51:18.2,303
51:18.2,314
51:18.3,309
51:18.3,300
51:18.3,301
51:18.3,305
51:18.3,311
51:18.3,312
51:18.3,309
51:18.3,302
51:18.3,319
51:18.3,307
51:18.4,317
51:18.4,306
51:18.4,305
51:18.4,309
51:18.4,313
51:18.4,306
51:18.4,314
51:18.4,314
51:18.4,312
51:18.5,304
51:18.5,305
51:18.5,305
51:18.5,312
51:18.5,309
51:18.5,304
51:18.5,312
51:18.5,309
51:18.5,311
51:18.5,312
51:18.6,309
51:18.6,309
51:18.6,305
51:18.6,309
51:18.6,311
51:18.6,311
51:18.6,304
51:18.6,313
51:18.6,300
51:18.6,316
51:18.7,300
51:18.7,309
51:18.7,306
51:18.7,312
51:18.7,313
51:18.7,311
51:18.7,309
51:18.7,314
51:18.7,305
51:18.7,305
51:18.8,311
51:18.8,311
51:18.8,312
51:18.8,302
51:18.8,304
51:18.8,307
51:18.8,305
51:18.8,306
51:18.8,319
51:18.9,314
51:18.9,308
51:18.9,305
51:18.9,306
51:18.9,309
51:18.9,313
51:18.9,302
51:18.9,309
51:18.9,308
51:18.9,309
51:19.0,304
51:19.0,307
51:19.0,310
51:19.0,312
51:19.0,305
51:19.0,305
51:19.0,314
51:19.0,306
51:19.0,301
51:19.1,309
51:19.1,314
51:19.1,307
51:19.1,319
51:19.1,309
51:19.1,303
51:19.1,307
51:19.1,302
51:19.1,311
51:19.1,312
51:19.1,306
51:19.2,308
51:19.2,311
51:19.2,306
51:19.2,309
51:19.2,299
51:19.2,312
51:19.2,313
51:19.2,308
51:19.2,308
51:19.3,306
51:19.3,307
51:19.3,308
51:19.3,314
51:19.3,303
51:19.3,304
51:19.3,309
51:19.3,313
51:19.3,307
51:19.3,310
51:19.4,303
51:19.4,306
51:19.4,307
51:19.4,312
51:19.4,304
51:19.4,315
51:19.4,307
51:19.4,311
51:19.4,314
51:19.4,310
51:19.5,309
51:19.5,314
51:19.5,308
51:19.5,313
51:19.5,307
51:19.5,304
51:19.5,309
51:19.5,309
51:19.5,305
51:19.5,308
51:19.6,311
51:19.6,311
51:19.6,312
51:19.6,309
51:19.6,302
51:19.6,310
51:19.6,306
51:19.6,313
51:19.6,302
51:19.7,308
51:19.7,303
51:19.7,310
51:19.7,304
51:19.7,307
51:19.7,310
51:19.7,307
51:19.7,304
51:19.7,301
51:19.7,304
51:19.8,301
51:19.8,311
51:19.8,298
51:19.8,301
51:19.8,302
51:19.8,309
51:19.8,303
51:19.8,311
51:19.8,310
51:19.8,310
51:19.9,307
51:19.9,302
51:19.9,305
51:19.9,305
51:19.9,304
51:19.9,300
51:19.9,302
51:19.9,302
51:19.9,306
51:20.0,298
51:20.0,317
51:20.0,317
51:20.0,311
51:20.0,311
51:20.0,302
51:20.0,305
51:20.0,313
51:20.0,310
51:20.0,310
51:20.1,305
51:20.1,311
51:20.1,307
51:20.1,310
51:20.1,307
51:20.1,307
51:20.1,312
51:20.1,310
51:20.1,311
51:20.1,312
51:20.2,311
51:20.2,302
51:20.2,312
51:20.2,304
51:20.2,299
51:20.2,312
51:20.2,307
51:20.2,311
51:20.2,307
51:20.3,305
51:20.3,310
51:20.3,313
51:20.3,305
51:20.3,308
51:20.3,310
51:20.3,309
51:20.3,313
51:20.3,306
51:20.3,311
51:20.4,310
51:20.4,315
51:20.4,308
51:20.4,305
51:20.4,316
51:20.4,306
51:20.4,311
51:20.4,309
51:20.4,308
51:20.4,308
51:20.5,313
51:20.5,313
51:20.5,309
51:20.5,304
51:20.5,306
51:20.5,309
51:20.5,303
51:20.5,309
51:20.5,301
51:20.5,301
51:20.6,303
51:20.6,300
51:20.6,307
51:20.6,302
51:20.6,306
51:20.6,308
51:20.6,306
51:20.6,307
51:20.6,301
51:20.7,311
51:20.7,312
51:20.7,312
51:20.7,313
51:20.7,306
51:20.7,312
51:20.7,308
51:20.7,310
51:20.7,308
51:20.7,309
51:20.8,305
51:20.8,312
51:20.8,303
51:20.8,302
51:20.8,313
51:20.8,310
51:20.8,311
51:20.8,309
51:20.8,310
51:20.8,305
51:20.9,309
51:20.9,305
51:20.9,305
51:20.9,309
51:20.9,315
51:20.9,310
51:20.9,307
51:20.9,310
51:20.9,305
51:20.9,307
51:21.0,313
51:21.0,308
51:21.0,314
51:21.0,305
51:21.0,312
51:21.0,306
51:21.0,305
51:21.0,299
51:21.0,300
51:21.1,313
51:21.1,315
51:21.1,300
51:21.1,309
51:21.1,316
51:21.1,301
51:21.1,313
51:21.1,309
51:21.1,306
51:21.1,304
51:21.2,320
51:21.2,308
51:21.2,311
51:21.2,313
51:21.2,308
51:21.2,307
51:21.2,309
51:21.2,304
51:21.2,309
51:21.2,306
51:21.3,312
51:21.3,307
51:21.3,302
51:21.3,318
51:21.3,303
51:21.3,315
51:21.3,312
51:21.3,314
51:21.3,314
51:21.3,308
51:21.4,318
51:21.4,299
51:21.4,314
51:21.4,305
51:21.4,308
51:21.4,308
51:21.4,301
51:21.4,310
51:21.4,312
51:21.5,302
51:21.5,320
51:21.5,305
51:21.5,306
51:21.5,301
51:21.5,305
51:21.5,306
51:21.5,306
51:21.5,310
51:21.5,307
51:21.6,305
51:21.6,310
51:21.6,314
51:21.6,303
51:21.6,313
51:21.6,310
51:21.6,306
51:21.6,313
51:21.6,312
51:21.6,312
51:21.7,316
51:21.7,317
51:21.7,316
51:21.7,314
51:21.7,303
51:21.7,316
51:21.7,304
51:21.7,304
51:21.7,304
51:21.7,307
51:21.8,302
51:21.8,311
51:21.8,297
51:21.8,312
51:21.8,310
51:21.8,307
51:21.8,304
51:21.8,308
51:21.8,310
51:21.9,314
51:21.9,304
51:21.9,302
51:21.9,304
51:21.9,302
51:21.9,307
51:21.9,313
51:21.9,303
51:21.9,302
51:21.9,311
51:22.0,304
51:22.0,306
51:22.0,309
51:22.0,304
51:22.0,304
51:22.0,311
51:22.0,308
51:22.0,307
51:22.0,316
51:22.0,299
51:22.1,307
51:22.1,305
51:22.1,315
51:22.1,308
51:22.1,308
51:22.1,307
51:22.1,313
51:22.1,313
51:22.1,308
51:22.2,307
51:22.2,305
51:22.2,312
51:22.2,310
51:22.2,310
51:22.2,304
51:22.2,316
51:22.2,308
51:22.2,312
51:22.2,311
51:22.3,304
51:22.3,304
51:22.3,304
51:22.3,310
51:22.3,313
51:22.3,315
51:22.3,312
51:22.3,309
51:22.3,304
51:22.3,315
51:22.4,302
51:22.4,299
51:22.4,311
51:22.4,317
51:22.4,306
51:22.4,314
51:22.4,305
51:22.4,317
51:22.4,313
51:22.4,308
51:22.5,304
51:22.5,311
51:22.5,316
51:22.5,308
51:22.5,313
51:22.5,314
51:22.5,301
51:22.5,312
51:22.5,307
51:22.6,310
51:22.6,318
51:22.6,299
51:22.6,306
51:22.6,308
51:22.6,306
51:22.6,307
51:22.6,309
51:22.6,302
51:22.6,307
51:22.7,314
51:22.7,310
51:22.7,312
51:22.7,315
51:22.7,306
51:22.7,310
51:22.7,310
51:22.7,316
51:22.7,309
51:22.7,305
51:22.8,312
51:22.8,309
51:22.8,301
51:22.8,312
51:22.8,313
51:22.8,309
51:22.8,316
51:22.8,310
51:22.8,310
51:22.9,302
51:22.9,318
51:22.9,310
51:22.9,315
51:22.9,309
51:22.9,304
51:22.9,316
51:22.9,316
51:22.9,312
51:22.9,306
51:23.0,310
51:23.0,312
51:23.0,309
51:23.0,307
51:23.0,309
51:23.0,313
51:23.0,322
51:23.0,304
51:23.0,315
51:23.0,300
51:23.1,319
51:23.1,313
51:23.1,315
51:23.1,303
51:23.1,313
51:23.1,315
51:23.1,311
51:23.1,315
51:23.1,305
51:23.1,301
51:23.2,314
51:23.2,306
51:23.2,310
51:23.2,305
51:23.2,308
51:23.2,311
51:23.2,311
51:23.2,315
51:23.2,317
51:23.3,309
51:23.3,307
51:23.3,311
51:23.3,304
51:23.3,312
51:23.3,311
51:23.3,303
51:23.3,314
51:23.3,299
51:23.3,302
51:23.4,306
51:23.4,302
51:23.4,304
51:23.4,302
51:23.4,311
51:23.4,299
51:23.4,308
51:23.4,301
51:23.4,312
51:23.4,310
51:23.5,303
51:23.5,306
51:23.5,302
51:23.5,308
51:23.5,310
51:23.5,310
51:23.5,306
51:23.5,307
51:23.5,317
51:23.5,313
51:23.6,305
51:23.6,306
51:23.6,304
51:23.6,308
51:23.6,304
51:23.6,310
51:23.6,306
51:23.6,308
51:23.6,308
51:23.6,303
51:23.7,314
51:23.7,300
51:23.7,308
51:23.7,299
51:23.7,316
51:23.7,303
51:23.7,311
51:23.7,310
51:23.7,316
51:23.8,312
51:23.8,307
51:23.8,312
51:23.8,302
51:23.8,307
51:23.8,307
51:23.8,304
51:23.8,300
51:23.8,300
51:23.8,305
51:23.9,312
51:23.9,309
51:23.9,305
51:23.9,313
51:23.9,305
51:23.9,303
51:23.9,312
51:23.9,300
51:23.9,301
51:23.9,312
51:24.0,306
51:24.0,305
51:24.0,318
51:24.0,304
51:24.0,299
51:24.0,316
51:24.0,305
51:24.0,308
51:24.0,304
51:24.1,312
51:24.1,307
51:24.1,314
51:24.1,304
51:24.1,302
51:24.1,311
51:24.1,307
51:24.1,314
51:24.1,309
51:24.1,311
51:24.2,307
51:24.2,303
51:24.2,310
51:24.2,302
51:24.2,313
51:24.2,309
51:24.2,306
51:24.2,304
51:24.2,306
51:24.2,302
51:24.3,307
51:24.3,305
51:24.3,315
51:24.3,307
51:24.3,310
51:24.3,311
51:24.3,316
51:24.3,309
51:24.3,307
51:24.4,306
51:24.4,307
51:24.4,314
51:24.4,313
51:24.4,309
51:24.4,301
51:24.4,307
51:24.4,305
51:24.4,313
51:24.4,313
51:24.5,312
51:24.5,313
51:24.5,310
51:24.5,303
51:24.5,315
51:24.5,306
51:24.5,315
51:24.5,311
51:24.5,306
51:24.5,313
51:24.6,311
51:24.6,310
51:24.6,309
51:24.6,307
51:24.6,303
51:24.6,306
51:24.6,311
51:24.6,308
51:24.6,314
51:24.6,311
